2025-10-05 22:30:34.790,0,NVIDIA GeForce RTX 4060 Laptop GPU,2453.5,8188.0,23,40,51,,,,0.0,18.9,31.8,
2025-10-05 22:30:36.809,0,NVIDIA GeForce RTX 4060 Laptop GPU,2422.94,8188.0,6,2,51,,,,0.7,18.97,31.8,
2025-10-05 22:30:38.815,0,NVIDIA GeForce RTX 4060 Laptop GPU,2450.03,8188.0,11,20,51,,,,0.6,18.95,31.8,
2025-10-05 22:30:40.820,0,NVIDIA GeForce RTX 4060 Laptop GPU,2460.04,8188.0,17,18,51,,,,0.8,18.96,31.8,
2025-10-05 22:30:42.826,0,NVIDIA GeForce RTX 4060 Laptop GPU,2456.16,8188.0,21,31,51,,,,0.6,18.96,31.8,
2025-10-05 22:30:44.832,0,NVIDIA GeForce RTX 4060 Laptop GPU,2454.73,8188.0,27,31,51,,,,0.7,18.95,31.8,
2025-10-05 22:30:46.836,0,NVIDIA GeForce RTX 4060 Laptop GPU,2428.82,8188.0,28,31,50,,,,0.6,18.95,31.8,
2025-10-05 22:30:48.842,0,NVIDIA GeForce RTX 4060 Laptop GPU,2428.26,8188.0,29,31,50,,,,0.4,18.95,31.8,
2025-10-05 22:30:50.848,0,NVIDIA GeForce RTX 4060 Laptop GPU,2459.32,8188.0,28,31,51,,,,0.9,18.95,31.8,
2025-10-05 22:30:52.853,0,NVIDIA GeForce RTX 4060 Laptop GPU,2458.13,8188.0,6,2,51,,,,0.6,18.94,31.8,
2025-10-05 22:31:55.786,0,NVIDIA GeForce RTX 4060 Laptop GPU,2426.41,8188.0,13,2,50,,,,0.0,18.54,31.8,
2025-10-05 22:31:57.801,0,NVIDIA GeForce RTX 4060 Laptop GPU,2416.62,8188.0,24,16,50,,,,1.3,18.55,31.8,
2025-10-05 22:31:59.807,0,NVIDIA GeForce RTX 4060 Laptop GPU,2428.43,8188.0,23,13,51,,,,1.2,18.53,31.8,
2025-10-05 22:32:01.812,0,NVIDIA GeForce RTX 4060 Laptop GPU,2419.86,8188.0,7,2,51,,,,0.7,18.52,31.8,
2025-10-05 22:32:03.818,0,NVIDIA GeForce RTX 4060 Laptop GPU,2402.64,8188.0,18,19,51,,,,0.6,18.57,31.8,
2025-10-05 22:32:05.824,0,NVIDIA GeForce RTX 4060 Laptop GPU,2440.05,8188.0,38,29,51,,,,1.1,18.6,31.8,
2025-10-05 22:32:07.829,0,NVIDIA GeForce RTX 4060 Laptop GPU,2471.46,8188.0,8,1,52,,,,0.7,18.6,31.8,
2025-10-05 22:32:09.835,0,NVIDIA GeForce RTX 4060 Laptop GPU,2465.45,8188.0,1,2,51,,,,0.5,18.6,31.8,
2025-10-05 22:32:11.840,0,NVIDIA GeForce RTX 4060 Laptop GPU,2435.52,8188.0,11,20,51,,,,0.8,18.59,31.8,
2025-10-05 22:32:13.846,0,NVIDIA GeForce RTX 4060 Laptop GPU,2376.38,8188.0,29,31,51,,,,1.6,18.64,31.8,
2025-10-05 22:32:15.852,0,NVIDIA GeForce RTX 4060 Laptop GPU,2376.57,8188.0,17,40,51,,,,1.0,18.63,31.8,
2025-10-05 22:32:17.858,0,NVIDIA GeForce RTX 4060 Laptop GPU,2374.57,8188.0,19,30,50,,,,0.7,18.62,31.8,
2025-10-05 22:32:19.863,0,NVIDIA GeForce RTX 4060 Laptop GPU,2374.57,8188.0,19,40,50,,,,0.6,18.6,31.8,
2025-10-05 22:32:21.869,0,NVIDIA GeForce RTX 4060 Laptop GPU,2374.57,8188.0,18,40,50,,,,0.6,18.58,31.8,
2025-10-05 22:32:23.875,0,NVIDIA GeForce RTX 4060 Laptop GPU,2374.57,8188.0,19,41,50,,,,0.8,18.58,31.8,
2025-10-05 22:32:25.884,0,NVIDIA GeForce RTX 4060 Laptop GPU,2374.57,8188.0,17,41,50,,,,0.9,18.58,31.8,
2025-10-05 22:32:27.890,0,NVIDIA GeForce RTX 4060 Laptop GPU,2374.57,8188.0,19,41,50,,,,0.7,18.58,31.8,
2025-10-05 22:32:29.894,0,NVIDIA GeForce RTX 4060 Laptop GPU,2374.01,8188.0,19,41,50,,,,0.9,18.58,31.8,
2025-10-05 22:32:31.902,0,NVIDIA GeForce RTX 4060 Laptop GPU,2374.01,8188.0,18,42,50,,,,1.4,18.56,31.8,
2025-10-05 22:32:33.912,0,NVIDIA GeForce RTX 4060 Laptop GPU,2371.7,8188.0,18,40,50,,,,0.9,18.54,31.8,
2025-10-05 22:32:35.917,0,NVIDIA GeForce RTX 4060 Laptop GPU,2345.51,8188.0,20,40,50,,,,1.7,18.53,31.8,
2025-10-05 22:32:37.923,0,NVIDIA GeForce RTX 4060 Laptop GPU,2345.51,8188.0,19,40,50,,,,1.1,18.53,31.8,
2025-10-05 22:32:39.929,0,NVIDIA GeForce RTX 4060 Laptop GPU,2345.51,8188.0,19,41,50,,,,1.1,18.52,31.8,
2025-10-05 22:32:41.935,0,NVIDIA GeForce RTX 4060 Laptop GPU,2344.95,8188.0,18,40,50,,,,0.9,18.52,31.8,
2025-10-05 22:32:43.940,0,NVIDIA GeForce RTX 4060 Laptop GPU,2352.57,8188.0,19,42,50,,,,1.0,18.49,31.8,
2025-10-05 22:32:45.947,0,NVIDIA GeForce RTX 4060 Laptop GPU,2382.32,8188.0,6,2,51,,,,1.4,18.47,31.8,
2025-10-05 22:32:47.961,0,NVIDIA GeForce RTX 4060 Laptop GPU,2492.76,8188.0,16,6,51,,,,1.3,18.48,31.8,
2025-10-05 22:32:49.967,0,NVIDIA GeForce RTX 4060 Laptop GPU,2656.26,8188.0,33,7,50,,,,1.5,18.49,31.8,
2025-10-05 22:32:51.972,0,NVIDIA GeForce RTX 4060 Laptop GPU,2706.76,8188.0,30,5,50,,,,1.4,18.49,31.8,
2025-10-05 22:32:53.978,0,NVIDIA GeForce RTX 4060 Laptop GPU,2668.45,8188.0,8,14,50,,,,1.3,18.55,31.8,
2025-10-05 22:32:55.984,0,NVIDIA GeForce RTX 4060 Laptop GPU,2655.7,8188.0,15,41,50,,,,0.8,18.54,31.8,
2025-10-05 22:32:57.989,0,NVIDIA GeForce RTX 4060 Laptop GPU,2393.7,8188.0,20,43,50,,,,1.1,18.52,31.8,
2025-10-05 22:32:59.995,0,NVIDIA GeForce RTX 4060 Laptop GPU,2384.08,8188.0,20,43,50,,,,0.6,18.51,31.8,
2025-10-05 22:33:02.001,0,NVIDIA GeForce RTX 4060 Laptop GPU,2378.58,8188.0,23,40,50,,,,1.0,18.6,31.8,
2025-10-05 22:33:04.009,0,NVIDIA GeForce RTX 4060 Laptop GPU,2437.34,8188.0,6,1,51,,,,1.5,18.6,31.8,
2025-10-05 22:33:06.020,0,NVIDIA GeForce RTX 4060 Laptop GPU,2427.3,8188.0,7,2,51,,,,1.2,18.61,31.8,
2025-10-05 22:33:08.025,0,NVIDIA GeForce RTX 4060 Laptop GPU,2416.96,8188.0,23,19,50,,,,1.3,18.59,31.8,
2025-10-05 22:33:10.031,0,NVIDIA GeForce RTX 4060 Laptop GPU,2416.96,8188.0,6,2,51,,,,0.7,18.6,31.8,
2025-10-05 22:33:12.036,0,NVIDIA GeForce RTX 4060 Laptop GPU,2425.12,8188.0,1,2,51,,,,1.1,18.54,31.8,
2025-10-05 22:33:14.042,0,NVIDIA GeForce RTX 4060 Laptop GPU,2425.87,8188.0,3,13,51,,,,0.9,18.54,31.8,
2025-10-05 22:33:16.047,0,NVIDIA GeForce RTX 4060 Laptop GPU,2423.73,8188.0,1,2,51,,,,1.2,18.54,31.8,
2025-10-05 22:33:18.052,0,NVIDIA GeForce RTX 4060 Laptop GPU,2446.24,8188.0,19,3,51,,,,1.5,18.57,31.8,
2025-10-05 22:33:20.059,0,NVIDIA GeForce RTX 4060 Laptop GPU,2443.05,8188.0,20,12,51,,,,1.1,18.56,31.8,
2025-10-05 22:33:35.233,0,NVIDIA GeForce RTX 4060 Laptop GPU,2460.29,8188.0,36,20,51,,,,0.0,18.44,31.8,
2025-10-05 22:33:37.254,0,NVIDIA GeForce RTX 4060 Laptop GPU,2393.77,8188.0,18,41,51,,,,1.4,18.6,31.8,
2025-10-05 22:33:39.260,0,NVIDIA GeForce RTX 4060 Laptop GPU,2389.2,8188.0,20,40,51,,,,0.7,18.58,31.8,
2025-10-05 22:33:41.272,0,NVIDIA GeForce RTX 4060 Laptop GPU,2381.69,8188.0,5,34,51,,,,0.5,18.57,31.8,
2025-10-05 22:33:43.280,0,NVIDIA GeForce RTX 4060 Laptop GPU,2379.81,8188.0,19,44,50,,,,0.6,18.57,31.8,
2025-10-05 22:33:45.287,0,NVIDIA GeForce RTX 4060 Laptop GPU,2379.19,8188.0,17,41,50,,,,1.0,18.56,31.8,
2025-10-05 22:33:47.296,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.25,8188.0,8,38,50,,,,0.5,18.56,31.8,
2025-10-05 22:33:49.301,0,NVIDIA GeForce RTX 4060 Laptop GPU,2332.62,8188.0,20,41,50,,,,1.0,18.62,31.8,
2025-10-05 22:33:57.215,0,NVIDIA GeForce RTX 4060 Laptop GPU,2331.59,8188.0,5,38,50,,,,0.0,18.1,31.8,
2025-10-05 22:33:59.246,0,NVIDIA GeForce RTX 4060 Laptop GPU,2334.34,8188.0,17,39,50,,,,1.4,18.16,31.8,
2025-10-05 22:34:01.251,0,NVIDIA GeForce RTX 4060 Laptop GPU,2334.34,8188.0,9,38,50,,,,0.5,18.15,31.8,
2025-10-05 22:34:03.262,0,NVIDIA GeForce RTX 4060 Laptop GPU,2332.0,8188.0,7,41,50,,,,1.0,18.2,31.8,
2025-10-05 22:34:05.268,0,NVIDIA GeForce RTX 4060 Laptop GPU,2317.38,8188.0,17,39,50,,,,0.9,18.2,31.8,
2025-10-05 22:34:07.274,0,NVIDIA GeForce RTX 4060 Laptop GPU,2333.0,8188.0,13,43,50,,,,1.0,18.11,31.8,
2025-10-05 22:34:09.283,0,NVIDIA GeForce RTX 4060 Laptop GPU,2333.0,8188.0,6,39,50,,,,0.8,18.12,31.8,
2025-10-05 22:34:11.288,0,NVIDIA GeForce RTX 4060 Laptop GPU,2332.88,8188.0,14,37,50,,,,0.7,18.1,31.8,
2025-10-05 22:34:13.295,0,NVIDIA GeForce RTX 4060 Laptop GPU,2332.75,8188.0,14,42,50,,,,1.0,18.03,31.8,
2025-10-05 22:34:15.300,0,NVIDIA GeForce RTX 4060 Laptop GPU,2332.81,8188.0,8,38,50,,,,0.9,18.03,31.8,
2025-10-05 22:34:17.309,0,NVIDIA GeForce RTX 4060 Laptop GPU,2332.81,8188.0,16,38,50,,,,0.9,18.03,31.8,
2025-10-05 22:34:19.318,0,NVIDIA GeForce RTX 4060 Laptop GPU,2338.19,8188.0,13,40,50,,,,0.7,18.03,31.8,
2025-10-05 22:34:21.328,0,NVIDIA GeForce RTX 4060 Laptop GPU,2345.34,8188.0,28,23,50,,,,0.9,18.05,31.8,
2025-10-05 22:34:23.336,0,NVIDIA GeForce RTX 4060 Laptop GPU,2384.47,8188.0,36,41,50,,,,0.9,18.05,31.8,
2025-10-05 22:34:25.342,0,NVIDIA GeForce RTX 4060 Laptop GPU,2381.12,8188.0,5,15,50,,,,1.0,18.04,31.8,
2025-10-05 22:34:27.347,0,NVIDIA GeForce RTX 4060 Laptop GPU,2379.16,8188.0,1,1,51,,,,0.9,18.02,31.8,
2025-10-05 22:34:29.353,0,NVIDIA GeForce RTX 4060 Laptop GPU,2371.41,8188.0,12,5,51,,,,0.8,18.03,31.8,
2025-10-05 22:34:31.359,0,NVIDIA GeForce RTX 4060 Laptop GPU,2371.41,8188.0,7,10,50,,,,0.6,18.03,31.8,
2025-10-05 22:34:33.367,0,NVIDIA GeForce RTX 4060 Laptop GPU,2371.41,8188.0,21,30,50,,,,0.7,18.0,31.8,
2025-10-05 22:34:35.373,0,NVIDIA GeForce RTX 4060 Laptop GPU,2375.22,8188.0,97,61,50,,,,0.6,18.0,31.8,
2025-10-05 22:34:37.380,0,NVIDIA GeForce RTX 4060 Laptop GPU,2375.22,8188.0,3,3,50,,,,0.6,17.99,31.8,
2025-10-05 22:34:39.389,0,NVIDIA GeForce RTX 4060 Laptop GPU,2370.56,8188.0,7,2,50,,,,0.7,17.99,31.8,
2025-10-05 22:34:41.398,0,NVIDIA GeForce RTX 4060 Laptop GPU,2374.38,8188.0,13,13,50,,,,0.6,17.99,31.8,
2025-10-05 22:34:43.405,0,NVIDIA GeForce RTX 4060 Laptop GPU,2380.84,8188.0,17,41,50,,,,0.5,17.99,31.8,
2025-10-05 22:34:45.413,0,NVIDIA GeForce RTX 4060 Laptop GPU,2381.53,8188.0,18,41,50,,,,0.8,17.99,31.8,
2025-10-05 22:34:47.419,0,NVIDIA GeForce RTX 4060 Laptop GPU,2432.28,8188.0,16,39,50,,,,0.6,18.0,31.8,
2025-10-05 22:34:49.425,0,NVIDIA GeForce RTX 4060 Laptop GPU,2378.97,8188.0,18,33,50,,,,0.7,18.0,31.8,
2025-10-05 22:34:51.432,0,NVIDIA GeForce RTX 4060 Laptop GPU,2375.09,8188.0,11,33,50,,,,0.5,17.98,31.8,
2025-10-05 22:34:53.440,0,NVIDIA GeForce RTX 4060 Laptop GPU,2372.56,8188.0,16,38,50,,,,0.6,17.98,31.8,
2025-10-05 22:34:55.446,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.75,8188.0,24,40,50,,,,0.9,17.97,31.8,
2025-10-05 22:34:57.451,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.75,8188.0,13,38,50,,,,0.6,18.0,31.8,
2025-10-05 22:34:59.457,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.75,8188.0,16,37,50,,,,0.8,17.98,31.8,
2025-10-05 22:35:01.464,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.75,8188.0,24,38,50,,,,0.6,17.97,31.8,
2025-10-05 22:35:03.471,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.75,8188.0,12,39,50,,,,1.0,18.07,31.8,
2025-10-05 22:35:05.478,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.88,8188.0,17,40,50,,,,0.7,18.06,31.8,
2025-10-05 22:35:07.484,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.88,8188.0,21,42,50,,,,0.6,18.05,31.8,
2025-10-05 22:35:09.489,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.88,8188.0,13,33,50,,,,0.7,18.06,31.8,
2025-10-05 22:35:11.494,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.88,8188.0,17,38,50,,,,0.5,18.06,31.8,
2025-10-05 22:35:13.501,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.88,8188.0,21,40,49,,,,0.6,18.04,31.8,
2025-10-05 22:35:15.509,0,NVIDIA GeForce RTX 4060 Laptop GPU,2329.88,8188.0,14,35,49,,,,0.7,18.04,31.8,
2025-10-05 22:35:17.518,0,NVIDIA GeForce RTX 4060 Laptop GPU,2333.88,8188.0,17,37,49,,,,0.7,18.05,31.8,
2025-10-05 22:35:19.524,0,NVIDIA GeForce RTX 4060 Laptop GPU,2333.88,8188.0,23,42,49,,,,1.0,18.02,31.8,
2025-10-05 22:35:21.532,0,NVIDIA GeForce RTX 4060 Laptop GPU,2333.88,8188.0,24,42,49,,,,0.6,18.03,31.8,
2025-10-05 22:35:23.541,0,NVIDIA GeForce RTX 4060 Laptop GPU,2333.62,8188.0,21,41,49,,,,0.8,18.02,31.8,
